Time,ECG [V],Annotation
[21:39:27.284],-0.22,Asleep
[21:39:27.288],-0.212,Asleep
[21:39:27.292],-0.212,Asleep
[21:39:27.296],-0.212,Asleep
[21:39:27.300],-0.212,Asleep
[21:39:27.304],-0.212,Asleep
[21:39:27.308],-0.196,Asleep
[21:39:27.312],-0.188,Asleep
[21:39:27.316],-0.18,Asleep
[21:39:27.320],-0.173,Asleep
[21:39:27.324],-0.173,Asleep
[21:39:27.328],-0.18,Asleep
[21:39:27.332],-0.188,Asleep
[21:39:27.336],-0.196,Asleep
[21:39:27.340],-0.204,Asleep
[21:39:27.344],-0.204,Asleep
[21:39:27.348],-0.212,Asleep
[21:39:27.352],-0.22,Asleep
[21:39:27.356],-0.22,Asleep
[21:39:27.360],-0.227,Asleep
[21:39:27.364],-0.227,Asleep
[21:39:27.368],-0.251,Asleep
[21:39:27.372],-0.259,Asleep
[21:39:27.376],-0.275,Asleep
[21:39:27.380],-0.282,Asleep
[21:39:27.384],-0.29,Asleep
[21:39:27.388],-0.298,Asleep
[21:39:27.392],-0.29,Asleep
[21:39:27.396],-0.29,Asleep
[21:39:27.400],-0.29,Asleep
[21:39:27.404],-0.29,Asleep
[21:39:27.408],-0.29,Asleep
[21:39:27.412],-0.29,Asleep
[21:39:27.416],-0.29,Asleep
[21:39:27.420],-0.29,Asleep
[21:39:27.424],-0.282,Asleep
[21:39:27.428],-0.282,Asleep
[21:39:27.432],-0.29,Asleep
[21:39:27.436],-0.282,Asleep
[21:39:27.440],-0.267,Asleep
[21:39:27.444],-0.227,Asleep
[21:39:27.448],-0.141,Asleep
[21:39:27.452],0.039,Asleep
[21:39:27.456],0.314,Asleep
[21:39:27.460],0.682,Asleep
[21:39:27.464],0.996,Asleep
[21:39:27.468],0.996,Asleep
[21:39:27.472],0.996,Asleep
[21:39:27.476],0.996,Asleep
[21:39:27.480],0.996,Asleep
[21:39:27.484],0.698,Asleep
[21:39:27.488],0.047,Asleep
[21:39:27.492],-0.471,Asleep
[21:39:27.496],-0.729,Asleep
[21:39:27.500],-0.753,Asleep
[21:39:27.504],-0.651,Asleep
[21:39:27.508],-0.525,Asleep
[21:39:27.512],-0.439,Asleep
[21:39:27.516],-0.408,Asleep
[21:39:27.520],-0.4,Asleep
[21:39:27.524],-0.408,Asleep
[21:39:27.528],-0.416,Asleep
[21:39:27.532],-0.424,Asleep
[21:39:27.536],-0.424,Asleep
[21:39:27.540],-0.416,Asleep
[21:39:27.544],-0.408,Asleep
[21:39:27.548],-0.408,Asleep
[21:39:27.552],-0.408,Asleep
[21:39:27.556],-0.4,Asleep
[21:39:27.560],-0.392,Asleep
[21:39:27.564],-0.392,Asleep
[21:39:27.568],-0.392,Asleep
[21:39:27.572],-0.392,Asleep
[21:39:27.576],-0.384,Asleep
[21:39:27.580],-0.384,Asleep
[21:39:27.584],-0.384,Asleep
[21:39:27.588],-0.376,Asleep
[21:39:27.592],-0.376,Asleep
[21:39:27.596],-0.376,Asleep
[21:39:27.600],-0.369,Asleep
[21:39:27.604],-0.369,Asleep
[21:39:27.608],-0.361,Asleep
[21:39:27.612],-0.353,Asleep
[21:39:27.616],-0.361,Asleep
[21:39:27.620],-0.353,Asleep
[21:39:27.624],-0.345,Asleep
[21:39:27.628],-0.345,Asleep
[21:39:27.632],-0.345,Asleep
[21:39:27.636],-0.337,Asleep
[21:39:27.640],-0.337,Asleep
[21:39:27.644],-0.329,Asleep
[21:39:27.648],-0.329,Asleep
[21:39:27.652],-0.329,Asleep
[21:39:27.656],-0.322,Asleep
[21:39:27.660],-0.322,Asleep
[21:39:27.664],-0.314,Asleep
[21:39:27.668],-0.314,Asleep
[21:39:27.672],-0.306,Asleep
[21:39:27.676],-0.298,Asleep
[21:39:27.680],-0.298,Asleep
[21:39:27.684],-0.29,Asleep
[21:39:27.688],-0.282,Asleep
[21:39:27.692],-0.275,Asleep
[21:39:27.696],-0.267,Asleep
[21:39:27.700],-0.259,Asleep
[21:39:27.704],-0.251,Asleep
[21:39:27.708],-0.243,Asleep
[21:39:27.712],-0.235,Asleep
[21:39:27.716],-0.227,Asleep
[21:39:27.720],-0.212,Asleep
[21:39:27.724],-0.212,Asleep
[21:39:27.728],-0.204,Asleep
[21:39:27.732],-0.196,Asleep
[21:39:27.736],-0.196,Asleep
[21:39:27.740],-0.188,Asleep
[21:39:27.744],-0.18,Asleep
[21:39:27.748],-0.18,Asleep
[21:39:27.752],-0.18,Asleep
[21:39:27.756],-0.173,Asleep
[21:39:27.760],-0.173,Asleep
[21:39:27.764],-0.18,Asleep
[21:39:27.768],-0.18,Asleep
[21:39:27.772],-0.18,Asleep
[21:39:27.776],-0.18,Asleep
[21:39:27.780],-0.188,Asleep
[21:39:27.784],-0.196,Asleep
[21:39:27.788],-0.204,Asleep
[21:39:27.792],-0.204,Asleep
[21:39:27.796],-0.22,Asleep
[21:39:27.800],-0.227,Asleep
[21:39:27.804],-0.235,Asleep
[21:39:27.808],-0.243,Asleep
[21:39:27.812],-0.251,Asleep
[21:39:27.816],-0.267,Asleep
[21:39:27.820],-0.267,Asleep
[21:39:27.824],-0.275,Asleep
[21:39:27.828],-0.275,Asleep
[21:39:27.832],-0.29,Asleep
[21:39:27.836],-0.29,Asleep
[21:39:27.840],-0.29,Asleep
[21:39:27.844],-0.29,Asleep
[21:39:27.848],-0.298,Asleep
[21:39:27.852],-0.298,Asleep
[21:39:27.856],-0.298,Asleep
[21:39:27.860],-0.298,Asleep
[21:39:27.864],-0.298,Asleep
[21:39:27.868],-0.298,Asleep
[21:39:27.872],-0.298,Asleep
[21:39:27.876],-0.298,Asleep
[21:39:27.880],-0.298,Asleep
[21:39:27.884],-0.298,Asleep
[21:39:27.888],-0.29,Asleep
[21:39:27.892],-0.29,Asleep
[21:39:27.896],-0.29,Asleep
[21:39:27.900],-0.29,Asleep
[21:39:27.904],-0.29,Asleep
[21:39:27.908],-0.282,Asleep
[21:39:27.912],-0.282,Asleep
[21:39:27.916],-0.282,Asleep
[21:39:27.920],-0.282,Asleep
[21:39:27.924],-0.275,Asleep
[21:39:27.928],-0.282,Asleep
[21:39:27.932],-0.275,Asleep
[21:39:27.936],-0.275,Asleep
[21:39:27.940],-0.275,Asleep
[21:39:27.944],-0.267,Asleep
[21:39:27.948],-0.267,Asleep
[21:39:27.952],-0.267,Asleep
[21:39:27.956],-0.259,Asleep
[21:39:27.960],-0.251,Asleep
[21:39:27.964],-0.251,Asleep
[21:39:27.968],-0.251,Asleep
[21:39:27.972],-0.251,Asleep
[21:39:27.976],-0.243,Asleep
[21:39:27.980],-0.243,Asleep
[21:39:27.984],-0.243,Asleep
[21:39:27.988],-0.235,Asleep
[21:39:27.992],-0.235,Asleep
[21:39:27.996],-0.235,Asleep
[21:39:28.000],-0.235,Asleep
[21:39:28.004],-0.235,Asleep
[21:39:28.008],-0.235,Asleep
[21:39:28.012],-0.235,Asleep
[21:39:28.016],-0.235,Asleep
[21:39:28.020],-0.235,Asleep
[21:39:28.024],-0.235,Asleep
[21:39:28.028],-0.235,Asleep
[21:39:28.032],-0.235,Asleep
[21:39:28.036],-0.243,Asleep
[21:39:28.040],-0.235,Asleep
[21:39:28.044],-0.235,Asleep
[21:39:28.048],-0.235,Asleep
[21:39:28.052],-0.243,Asleep
[21:39:28.056],-0.243,Asleep
[21:39:28.060],-0.243,Asleep
[21:39:28.064],-0.243,Asleep
[21:39:28.068],-0.243,Asleep
[21:39:28.072],-0.243,Asleep
[21:39:28.076],-0.243,Asleep
[21:39:28.080],-0.243,Asleep
[21:39:28.084],-0.243,Asleep
[21:39:28.088],-0.251,Asleep
[21:39:28.092],-0.243,Asleep
[21:39:28.096],-0.243,Asleep
[21:39:28.100],-0.251,Asleep
[21:39:28.104],-0.251,Asleep
[21:39:28.108],-0.243,Asleep
[21:39:28.112],-0.243,Asleep
[21:39:28.116],-0.251,Asleep
[21:39:28.120],-0.251,Asleep
[21:39:28.124],-0.251,Asleep
[21:39:28.128],-0.251,Asleep
[21:39:28.132],-0.251,Asleep
[21:39:28.136],-0.251,Asleep
[21:39:28.140],-0.251,Asleep
[21:39:28.144],-0.251,Asleep
[21:39:28.148],-0.251,Asleep
[21:39:28.152],-0.259,Asleep
[21:39:28.156],-0.251,Asleep
[21:39:28.160],-0.251,Asleep
[21:39:28.164],-0.251,Asleep
[21:39:28.168],-0.251,Asleep
[21:39:28.172],-0.251,Asleep
[21:39:28.176],-0.251,Asleep
[21:39:28.180],-0.251,Asleep
[21:39:28.184],-0.251,Asleep
[21:39:28.188],-0.251,Asleep
[21:39:28.192],-0.251,Asleep
[21:39:28.196],-0.251,Asleep
[21:39:28.200],-0.243,Asleep
[21:39:28.204],-0.243,Asleep
[21:39:28.208],-0.243,Asleep
[21:39:28.212],-0.243,Asleep
[21:39:28.216],-0.235,Asleep
[21:39:28.220],-0.227,Asleep
[21:39:28.224],-0.22,Asleep
[21:39:28.228],-0.212,Asleep
[21:39:28.232],-0.212,Asleep
[21:39:28.236],-0.212,Asleep
[21:39:28.240],-0.212,Asleep
[21:39:28.244],-0.212,Asleep
[21:39:28.248],-0.212,Asleep
[21:39:28.252],-0.204,Asleep
[21:39:28.256],-0.204,Asleep
[21:39:28.260],-0.188,Asleep
[21:39:28.264],-0.18,Asleep
[21:39:28.268],-0.173,Asleep
[21:39:28.272],-0.173,Asleep
[21:39:28.276],-0.173,Asleep
[21:39:28.280],-0.18,Asleep
[21:39:28.284],-0.188,Asleep
[21:39:28.288],-0.196,Asleep
[21:39:28.292],-0.196,Asleep
[21:39:28.296],-0.204,Asleep
[21:39:28.300],-0.212,Asleep
[21:39:28.304],-0.212,Asleep
[21:39:28.308],-0.212,Asleep
[21:39:28.312],-0.227,Asleep
[21:39:28.316],-0.243,Asleep
[21:39:28.320],-0.259,Asleep
[21:39:28.324],-0.275,Asleep
[21:39:28.328],-0.282,Asleep
[21:39:28.332],-0.29,Asleep
[21:39:28.336],-0.29,Asleep
[21:39:28.340],-0.29,Asleep
[21:39:28.344],-0.29,Asleep
[21:39:28.348],-0.29,Asleep
[21:39:28.352],-0.29,Asleep
[21:39:28.356],-0.29,Asleep
[21:39:28.360],-0.29,Asleep
[21:39:28.364],-0.298,Asleep
[21:39:28.368],-0.298,Asleep
[21:39:28.372],-0.29,Asleep
[21:39:28.376],-0.29,Asleep
[21:39:28.380],-0.29,Asleep
[21:39:28.384],-0.282,Asleep
[21:39:28.388],-0.282,Asleep
[21:39:28.392],-0.259,Asleep
[21:39:28.396],-0.196,Asleep
[21:39:28.400],-0.063,Asleep
[21:39:28.404],0.173,Asleep
[21:39:28.408],0.502,Asleep
[21:39:28.412],0.894,Asleep
[21:39:28.416],0.996,Asleep
[21:39:28.420],0.996,Asleep
[21:39:28.424],0.996,Asleep
[21:39:28.428],0.996,Asleep
[21:39:28.432],0.965,Asleep
[21:39:28.436],0.322,Asleep
[21:39:28.440],-0.282,Asleep
[21:39:28.444],-0.659,Asleep
[21:39:28.448],-0.776,Asleep
[21:39:28.452],-0.714,Asleep
[21:39:28.456],-0.58,Asleep
[21:39:28.460],-0.471,Asleep
[21:39:28.464],-0.416,Asleep
[21:39:28.468],-0.4,Asleep
[21:39:28.472],-0.408,Asleep
[21:39:28.476],-0.416,Asleep
[21:39:28.480],-0.424,Asleep
[21:39:28.484],-0.431,Asleep
[21:39:28.488],-0.424,Asleep
[21:39:28.492],-0.416,Asleep
[21:39:28.496],-0.416,Asleep
[21:39:28.500],-0.408,Asleep
[21:39:28.504],-0.408,Asleep
[21:39:28.508],-0.408,Asleep
[21:39:28.512],-0.408,Asleep
[21:39:28.516],-0.4,Asleep
[21:39:28.520],-0.4,Asleep
[21:39:28.524],-0.392,Asleep
[21:39:28.528],-0.392,Asleep
[21:39:28.532],-0.392,Asleep
[21:39:28.536],-0.384,Asleep
[21:39:28.540],-0.384,Asleep
[21:39:28.544],-0.4,Asleep
[21:39:28.548],-0.376,Asleep
[21:39:28.552],-0.376,Asleep
[21:39:28.556],-0.369,Asleep
[21:39:28.560],-0.361,Asleep
[21:39:28.564],-0.361,Asleep
[21:39:28.568],-0.361,Asleep
[21:39:28.572],-0.353,Asleep
[21:39:28.576],-0.345,Asleep
[21:39:28.580],-0.345,Asleep
[21:39:28.584],-0.345,Asleep
[21:39:28.588],-0.337,Asleep
[21:39:28.592],-0.337,Asleep
[21:39:28.596],-0.337,Asleep
[21:39:28.600],-0.329,Asleep
[21:39:28.604],-0.329,Asleep
[21:39:28.608],-0.329,Asleep
[21:39:28.612],-0.322,Asleep
[21:39:28.616],-0.322,Asleep
[21:39:28.620],-0.314,Asleep
[21:39:28.624],-0.314,Asleep
[21:39:28.628],-0.306,Asleep
[21:39:28.632],-0.298,Asleep
[21:39:28.636],-0.29,Asleep
[21:39:28.640],-0.29,Asleep
[21:39:28.644],-0.282,Asleep
[21:39:28.648],-0.275,Asleep
[21:39:28.652],-0.267,Asleep
[21:39:28.656],-0.259,Asleep
[21:39:28.660],-0.243,Asleep
[21:39:28.664],-0.235,Asleep
[21:39:28.668],-0.235,Asleep
[21:39:28.672],-0.22,Asleep
[21:39:28.676],-0.212,Asleep
[21:39:28.680],-0.204,Asleep
[21:39:28.684],-0.204,Asleep
[21:39:28.688],-0.188,Asleep
[21:39:28.692],-0.18,Asleep
[21:39:28.696],-0.18,Asleep
[21:39:28.700],-0.18,Asleep
[21:39:28.704],-0.173,Asleep
[21:39:28.708],-0.173,Asleep
[21:39:28.712],-0.173,Asleep
[21:39:28.716],-0.173,Asleep
[21:39:28.720],-0.173,Asleep
[21:39:28.724],-0.173,Asleep
[21:39:28.728],-0.18,Asleep
[21:39:28.732],-0.188,Asleep
[21:39:28.736],-0.196,Asleep
[21:39:28.740],-0.204,Asleep
[21:39:28.744],-0.204,Asleep
[21:39:28.748],-0.22,Asleep
[21:39:28.752],-0.227,Asleep
[21:39:28.756],-0.235,Asleep
[21:39:28.760],-0.243,Asleep
[21:39:28.764],-0.259,Asleep
[21:39:28.768],-0.267,Asleep
[21:39:28.772],-0.275,Asleep
[21:39:28.776],-0.275,Asleep
[21:39:28.780],-0.282,Asleep
[21:39:28.784],-0.29,Asleep
[21:39:28.788],-0.29,Asleep
[21:39:28.792],-0.29,Asleep
[21:39:28.796],-0.29,Asleep
[21:39:28.800],-0.298,Asleep
[21:39:28.804],-0.298,Asleep
[21:39:28.808],-0.29,Asleep
[21:39:28.812],-0.298,Asleep
[21:39:28.816],-0.306,Asleep
[21:39:28.820],-0.306,Asleep
[21:39:28.824],-0.298,Asleep
[21:39:28.828],-0.29,Asleep
[21:39:28.832],-0.29,Asleep
[21:39:28.836],-0.29,Asleep
[21:39:28.840],-0.29,Asleep
[21:39:28.844],-0.29,Asleep
[21:39:28.848],-0.29,Asleep
[21:39:28.852],-0.29,Asleep
[21:39:28.856],-0.29,Asleep
[21:39:28.860],-0.282,Asleep
[21:39:28.864],-0.282,Asleep
[21:39:28.868],-0.282,Asleep
[21:39:28.872],-0.275,Asleep
[21:39:28.876],-0.275,Asleep
[21:39:28.880],-0.282,Asleep
[21:39:28.884],-0.275,Asleep
[21:39:28.888],-0.275,Asleep
[21:39:28.892],-0.267,Asleep
[21:39:28.896],-0.267,Asleep
[21:39:28.900],-0.267,Asleep
[21:39:28.904],-0.259,Asleep
[21:39:28.908],-0.259,Asleep
[21:39:28.912],-0.259,Asleep
[21:39:28.916],-0.251,Asleep
[21:39:28.920],-0.259,Asleep
[21:39:28.924],-0.251,Asleep
[21:39:28.928],-0.251,Asleep
[21:39:28.932],-0.259,Asleep
[21:39:28.936],-0.259,Asleep
[21:39:28.940],-0.243,Asleep
[21:39:28.944],-0.235,Asleep
[21:39:28.948],-0.243,Asleep
[21:39:28.952],-0.235,Asleep
[21:39:28.956],-0.235,Asleep
[21:39:28.960],-0.235,Asleep
[21:39:28.964],-0.243,Asleep
[21:39:28.968],-0.243,Asleep
[21:39:28.972],-0.243,Asleep
[21:39:28.976],-0.243,Asleep
[21:39:28.980],-0.243,Asleep
[21:39:28.984],-0.243,Asleep
[21:39:28.988],-0.243,Asleep
[21:39:28.992],-0.243,Asleep
[21:39:28.996],-0.243,Asleep
[21:39:29.000],-0.243,Asleep
[21:39:29.004],-0.243,Asleep
[21:39:29.008],-0.243,Asleep
[21:39:29.012],-0.243,Asleep
[21:39:29.016],-0.243,Asleep
[21:39:29.020],-0.243,Asleep
[21:39:29.024],-0.243,Asleep
[21:39:29.028],-0.243,Asleep
[21:39:29.032],-0.251,Asleep
[21:39:29.036],-0.251,Asleep
[21:39:29.040],-0.251,Asleep
[21:39:29.044],-0.251,Asleep
[21:39:29.048],-0.251,Asleep
[21:39:29.052],-0.251,Asleep
[21:39:29.056],-0.243,Asleep
[21:39:29.060],-0.251,Asleep
[21:39:29.064],-0.251,Asleep
[21:39:29.068],-0.251,Asleep
[21:39:29.072],-0.251,Asleep
[21:39:29.076],-0.243,Asleep
[21:39:29.080],-0.251,Asleep
[21:39:29.084],-0.251,Asleep
[21:39:29.088],-0.243,Asleep
[21:39:29.092],-0.243,Asleep
[21:39:29.096],-0.243,Asleep
[21:39:29.100],-0.243,Asleep
[21:39:29.104],-0.243,Asleep
[21:39:29.108],-0.243,Asleep
[21:39:29.112],-0.243,Asleep
[21:39:29.116],-0.243,Asleep
[21:39:29.120],-0.251,Asleep
[21:39:29.124],-0.243,Asleep
[21:39:29.128],-0.243,Asleep
[21:39:29.132],-0.243,Asleep
[21:39:29.136],-0.243,Asleep
[21:39:29.140],-0.227,Asleep
[21:39:29.144],-0.227,Asleep
[21:39:29.148],-0.227,Asleep
[21:39:29.152],-0.22,Asleep
[21:39:29.156],-0.22,Asleep
[21:39:29.160],-0.212,Asleep
[21:39:29.164],-0.212,Asleep
[21:39:29.168],-0.212,Asleep
[21:39:29.172],-0.204,Asleep
[21:39:29.176],-0.196,Asleep
[21:39:29.180],-0.18,Asleep
[21:39:29.184],-0.173,Asleep
[21:39:29.188],-0.165,Asleep
[21:39:29.192],-0.165,Asleep
[21:39:29.196],-0.165,Asleep
[21:39:29.200],-0.18,Asleep
[21:39:29.204],-0.18,Asleep
[21:39:29.208],-0.188,Asleep
[21:39:29.212],-0.196,Asleep
[21:39:29.216],-0.204,Asleep
[21:39:29.220],-0.212,Asleep
[21:39:29.224],-0.212,Asleep
[21:39:29.228],-0.212,Asleep
[21:39:29.232],-0.227,Asleep
[21:39:29.236],-0.243,Asleep
[21:39:29.240],-0.251,Asleep
[21:39:29.244],-0.267,Asleep
[21:39:29.248],-0.282,Asleep
[21:39:29.252],-0.282,Asleep
[21:39:29.256],-0.282,Asleep
[21:39:29.260],-0.282,Asleep
[21:39:29.264],-0.29,Asleep
[21:39:29.268],-0.29,Asleep
[21:39:29.272],-0.29,Asleep
[21:39:29.276],-0.29,Asleep
[21:39:29.280],-0.29,Asleep
[21:39:29.284],-0.29,Asleep
[21:39:29.288],-0.282,Asleep
[21:39:29.292],-0.29,Asleep
[21:39:29.296],-0.282,Asleep
[21:39:29.300],-0.282,Asleep
[21:39:29.304],-0.275,Asleep
[21:39:29.308],-0.267,Asleep
[21:39:29.312],-0.251,Asleep
[21:39:29.316],-0.204,Asleep
[21:39:29.320],-0.086,Asleep
[21:39:29.324],0.125,Asleep
[21:39:29.328],0.439,Asleep
[21:39:29.332],0.808,Asleep
[21:39:29.336],0.996,Asleep
[21:39:29.340],0.996,Asleep
[21:39:29.344],0.996,Asleep
[21:39:29.348],0.996,Asleep
[21:39:29.352],0.941,Asleep
[21:39:29.356],0.314,Asleep
[21:39:29.360],-0.282,Asleep
[21:39:29.364],-0.667,Asleep
[21:39:29.368],-0.808,Asleep
[21:39:29.372],-0.753,Asleep
[21:39:29.376],-0.635,Asleep
[21:39:29.380],-0.525,Asleep
[21:39:29.384],-0.455,Asleep
[21:39:29.388],-0.416,Asleep
[21:39:29.392],-0.4,Asleep
[21:39:29.396],-0.408,Asleep
[21:39:29.400],-0.408,Asleep
[21:39:29.404],-0.4,Asleep
[21:39:29.408],-0.4,Asleep
[21:39:29.412],-0.392,Asleep
[21:39:29.416],-0.392,Asleep
[21:39:29.420],-0.392,Asleep
[21:39:29.424],-0.384,Asleep
[21:39:29.428],-0.384,Asleep
[21:39:29.432],-0.384,Asleep
[21:39:29.436],-0.376,Asleep
[21:39:29.440],-0.376,Asleep
[21:39:29.444],-0.369,Asleep
[21:39:29.448],-0.369,Asleep
[21:39:29.452],-0.369,Asleep
[21:39:29.456],-0.361,Asleep
[21:39:29.460],-0.353,Asleep
[21:39:29.464],-0.353,Asleep
[21:39:29.468],-0.353,Asleep
[21:39:29.472],-0.345,Asleep
[21:39:29.476],-0.345,Asleep
[21:39:29.480],-0.345,Asleep
[21:39:29.484],-0.337,Asleep
[21:39:29.488],-0.337,Asleep
[21:39:29.492],-0.329,Asleep
[21:39:29.496],-0.322,Asleep
[21:39:29.500],-0.322,Asleep
[21:39:29.504],-0.322,Asleep
[21:39:29.508],-0.322,Asleep
[21:39:29.512],-0.322,Asleep
[21:39:29.516],-0.322,Asleep
[21:39:29.520],-0.314,Asleep
[21:39:29.524],-0.314,Asleep
[21:39:29.528],-0.306,Asleep
[21:39:29.532],-0.306,Asleep
[21:39:29.536],-0.306,Asleep
[21:39:29.540],-0.298,Asleep
[21:39:29.544],-0.282,Asleep
[21:39:29.548],-0.282,Asleep
[21:39:29.552],-0.275,Asleep
[21:39:29.556],-0.267,Asleep
[21:39:29.560],-0.259,Asleep
[21:39:29.564],-0.251,Asleep
[21:39:29.568],-0.251,Asleep
[21:39:29.572],-0.243,Asleep
[21:39:29.576],-0.235,Asleep
[21:39:29.580],-0.227,Asleep
[21:39:29.584],-0.22,Asleep
[21:39:29.588],-0.212,Asleep
[21:39:29.592],-0.196,Asleep
[21:39:29.596],-0.188,Asleep
[21:39:29.600],-0.188,Asleep
[21:39:29.604],-0.18,Asleep
[21:39:29.608],-0.173,Asleep
[21:39:29.612],-0.173,Asleep
[21:39:29.616],-0.173,Asleep
[21:39:29.620],-0.165,Asleep
[21:39:29.624],-0.165,Asleep
[21:39:29.628],-0.165,Asleep
[21:39:29.632],-0.173,Asleep
[21:39:29.636],-0.173,Asleep
[21:39:29.640],-0.18,Asleep
[21:39:29.644],-0.18,Asleep
[21:39:29.648],-0.188,Asleep
[21:39:29.652],-0.196,Asleep
[21:39:29.656],-0.204,Asleep
[21:39:29.660],-0.212,Asleep
[21:39:29.664],-0.22,Asleep
[21:39:29.668],-0.227,Asleep
[21:39:29.672],-0.243,Asleep
[21:39:29.676],-0.243,Asleep
[21:39:29.680],-0.251,Asleep
[21:39:29.684],-0.267,Asleep
[21:39:29.688],-0.275,Asleep
[21:39:29.692],-0.282,Asleep
[21:39:29.696],-0.29,Asleep
[21:39:29.700],-0.298,Asleep
[21:39:29.704],-0.298,Asleep
[21:39:29.708],-0.298,Asleep
[21:39:29.712],-0.298,Asleep
[21:39:29.716],-0.306,Asleep
[21:39:29.720],-0.306,Asleep
[21:39:29.724],-0.306,Asleep
[21:39:29.728],-0.306,Asleep
[21:39:29.732],-0.314,Asleep
[21:39:29.736],-0.314,Asleep
[21:39:29.740],-0.314,Asleep
[21:39:29.744],-0.306,Asleep
[21:39:29.748],-0.306,Asleep
[21:39:29.752],-0.306,Asleep
[21:39:29.756],-0.306,Asleep
[21:39:29.760],-0.314,Asleep
[21:39:29.764],-0.314,Asleep
[21:39:29.768],-0.322,Asleep
[21:39:29.772],-0.314,Asleep
[21:39:29.776],-0.314,Asleep
[21:39:29.780],-0.306,Asleep
[21:39:29.784],-0.298,Asleep
[21:39:29.788],-0.298,Asleep
[21:39:29.792],-0.29,Asleep
[21:39:29.796],-0.29,Asleep
[21:39:29.800],-0.298,Asleep
[21:39:29.804],-0.29,Asleep
[21:39:29.808],-0.282,Asleep
[21:39:29.812],-0.275,Asleep
[21:39:29.816],-0.275,Asleep
[21:39:29.820],-0.275,Asleep
[21:39:29.824],-0.267,Asleep
[21:39:29.828],-0.267,Asleep
[21:39:29.832],-0.267,Asleep
[21:39:29.836],-0.259,Asleep
[21:39:29.840],-0.251,Asleep
[21:39:29.844],-0.243,Asleep
[21:39:29.848],-0.251,Asleep
[21:39:29.852],-0.243,Asleep
[21:39:29.856],-0.243,Asleep
[21:39:29.860],-0.235,Asleep
[21:39:29.864],-0.235,Asleep
[21:39:29.868],-0.235,Asleep
[21:39:29.872],-0.235,Asleep
[21:39:29.876],-0.227,Asleep
[21:39:29.880],-0.227,Asleep
[21:39:29.884],-0.235,Asleep
[21:39:29.888],-0.235,Asleep
[21:39:29.892],-0.235,Asleep
[21:39:29.896],-0.235,Asleep
[21:39:29.900],-0.243,Asleep
[21:39:29.904],-0.251,Asleep
[21:39:29.908],-0.251,Asleep
[21:39:29.912],-0.251,Asleep
[21:39:29.916],-0.251,Asleep
[21:39:29.920],-0.251,Asleep
[21:39:29.924],-0.251,Asleep
[21:39:29.928],-0.251,Asleep
[21:39:29.932],-0.251,Asleep
[21:39:29.936],-0.259,Asleep
[21:39:29.940],-0.251,Asleep
[21:39:29.944],-0.251,Asleep
[21:39:29.948],-0.259,Asleep
[21:39:29.952],-0.259,Asleep
[21:39:29.956],-0.267,Asleep
[21:39:29.960],-0.259,Asleep
[21:39:29.964],-0.259,Asleep
[21:39:29.968],-0.267,Asleep
[21:39:29.972],-0.259,Asleep
[21:39:29.976],-0.251,Asleep
[21:39:29.980],-0.259,Asleep
[21:39:29.984],-0.267,Asleep
[21:39:29.988],-0.267,Asleep
[21:39:29.992],-0.267,Asleep
[21:39:29.996],-0.267,Asleep
[21:39:30.000],-0.267,Asleep
[21:39:30.004],-0.259,Asleep
[21:39:30.008],-0.259,Asleep
[21:39:30.012],-0.259,Asleep
[21:39:30.016],-0.267,Asleep
[21:39:30.020],-0.267,Asleep
[21:39:30.024],-0.267,Asleep
[21:39:30.028],-0.259,Asleep
[21:39:30.032],-0.267,Asleep
[21:39:30.036],-0.259,Asleep
[21:39:30.040],-0.251,Asleep
[21:39:30.044],-0.243,Asleep
[21:39:30.048],-0.235,Asleep
[21:39:30.052],-0.235,Asleep
[21:39:30.056],-0.235,Asleep
[21:39:30.060],-0.235,Asleep
[21:39:30.064],-0.235,Asleep
[21:39:30.068],-0.227,Asleep
[21:39:30.072],-0.227,Asleep
[21:39:30.076],-0.212,Asleep
[21:39:30.080],-0.204,Asleep
[21:39:30.084],-0.188,Asleep
[21:39:30.088],-0.18,Asleep
[21:39:30.092],-0.173,Asleep
[21:39:30.096],-0.18,Asleep
[21:39:30.100],-0.188,Asleep
[21:39:30.104],-0.196,Asleep
[21:39:30.108],-0.204,Asleep
[21:39:30.112],-0.212,Asleep
[21:39:30.116],-0.22,Asleep
[21:39:30.120],-0.227,Asleep
[21:39:30.124],-0.227,Asleep
[21:39:30.128],-0.227,Asleep
[21:39:30.132],-0.235,Asleep
[21:39:30.136],-0.251,Asleep
[21:39:30.140],-0.259,Asleep
[21:39:30.144],-0.275,Asleep
[21:39:30.148],-0.282,Asleep
[21:39:30.152],-0.29,Asleep
[21:39:30.156],-0.29,Asleep
[21:39:30.160],-0.29,Asleep
[21:39:30.164],-0.29,Asleep
[21:39:30.168],-0.298,Asleep
[21:39:30.172],-0.298,Asleep
[21:39:30.176],-0.298,Asleep
[21:39:30.180],-0.298,Asleep
[21:39:30.184],-0.298,Asleep
[21:39:30.188],-0.298,Asleep
[21:39:30.192],-0.298,Asleep
[21:39:30.196],-0.29,Asleep
[21:39:30.200],-0.298,Asleep
[21:39:30.204],-0.29,Asleep
[21:39:30.208],-0.282,Asleep
[21:39:30.212],-0.267,Asleep
[21:39:30.216],-0.22,Asleep
[21:39:30.220],-0.118,Asleep
[21:39:30.224],0.078,Asleep
[21:39:30.228],0.369,Asleep
